transaction_id,date,year,sender_state,receiver_state,sender_account,receiver_account,amount_inr,transaction_type,channel,risk_score,flagged
TX0000862,2019-03-22,2019,Telangana,Punjab,ACC256010,ACC953069,215561.15,Remittance,Crypto Exchange,0.13,False
TX0000863,2019-11-08,2019,Rajasthan,Tamil Nadu,ACC445151,ACC420244,1103439.54,Trade Invoice Payment,Crypto Exchange,0.28,False
TX0000864,2022-12-10,2022,Gujarat,Kerala,ACC999285,ACC695480,96361.14,Remittance,Crypto Exchange,0.11,False
TX0000865,2021-05-09,2021,Delhi,West Bengal,ACC909183,ACC297861,204476.13,Trade Invoice Payment,Cash,0.12,False
TX0000866,2018-04-01,2018,Tamil Nadu,Karnataka,ACC401901,ACC736934,73604.19,Trade Invoice Payment,UPI,0.23,False
TX0000867,2018-11-24,2018,Andhra Pradesh,Rajasthan,ACC770593,ACC999685,409795.94,Remittance,UPI,0.19,False
TX0000868,2022-12-10,2022,Gujarat,Rajasthan,ACC143595,ACC397622,1735.85,Cash Deposit,Hawala Network,0.23,False
TX0000869,2021-09-01,2021,Kerala,Assam,ACC142195,ACC194455,12997.35,Crypto Off-ramp,UPI,0.69,True
TX0000870,2023-04-12,2023,Jammu and Kashmir,Manipur,ACC610128,ACC417600,211325.33,Remittance,Cash,0.27,False
TX0000871,2022-09-09,2022,Telangana,West Bengal,ACC198635,ACC249324,89729.14,Hawala-linked Transfer,Cash,0.61,False
TX0000872,2022-03-23,2022,Punjab,Haryana,ACC956742,ACC831244,142896.16,Cash Deposit,Hawala Network,0.19,False
TX0000873,2019-06-14,2019,Kerala,Haryana,ACC160496,ACC823390,168637.52,Remittance,UPI,0.22,False
TX0000874,2018-07-11,2018,Haryana,Haryana,ACC505516,ACC866387,166537.61,Crypto Off-ramp,Cash,0.51,False
TX0000875,2024-09-09,2024,Gujarat,Karnataka,ACC629494,ACC850167,83267.61,Crypto Off-ramp,Bank Transfer,0.57,False
TX0000876,2022-09-21,2022,Delhi,Kerala,ACC611222,ACC572758,28149.18,Remittance,Cash,0.22,False
TX0000877,2021-10-21,2021,Bihar,Tamil Nadu,ACC524702,ACC248611,160337.04,Trade Invoice Payment,Hawala Network,0.2,False
TX0000878,2023-02-21,2023,Madhya Pradesh,Madhya Pradesh,ACC620748,ACC417505,45053.66,Remittance,Bank Transfer,0.17,False
TX0000879,2021-06-08,2021,Manipur,Telangana,ACC953470,ACC288325,64038.86,Shell Company Transfer,UPI,0.74,True
TX0000880,2023-07-13,2023,Assam,Tamil Nadu,ACC779371,ACC538712,169474.41,Remittance,Crypto Exchange,0.24,False
TX0000881,2018-08-18,2018,Andhra Pradesh,Maharashtra,ACC967075,ACC408557,137273.48,Cash Deposit,UPI,0.18,False
TX0000882,2024-01-21,2024,Andhra Pradesh,Uttar Pradesh,ACC783566,ACC465778,73392.2,Trade Invoice Payment,Crypto Exchange,0.29,False
TX0000883,2023-06-20,2023,Bihar,Karnataka,ACC428129,ACC648064,55737.23,Trade Invoice Payment,UPI,0.19,False
TX0000884,2021-10-11,2021,Rajasthan,Uttar Pradesh,ACC923930,ACC197353,229723.26,Cash Deposit,Crypto Exchange,0.1,False
TX0000885,2021-11-16,2021,Jammu and Kashmir,Kerala,ACC493198,ACC495170,83987.02,Remittance,Cash,0.12,False
TX0000886,2022-10-09,2022,Assam,Uttar Pradesh,ACC879890,ACC913761,88483.58,Trade Invoice Payment,UPI,0.1,False
TX0000887,2019-04-24,2019,Gujarat,Rajasthan,ACC783346,ACC988501,31546.36,Trade Invoice Payment,UPI,0.13,False
TX0000888,2021-04-22,2021,Andhra Pradesh,Uttar Pradesh,ACC279692,ACC444770,28143.03,Trade Invoice Payment,Bank Transfer,0.14,False
TX0000889,2023-02-07,2023,Mizoram,Kerala,ACC649056,ACC946028,117448.12,Crypto Off-ramp,Bank Transfer,0.6,False
TX0000890,2024-10-17,2024,Karnataka,Madhya Pradesh,ACC170857,ACC159994,229073.87,Shell Company Transfer,Hawala Network,0.6,False
TX0000891,2018-12-02,2018,Madhya Pradesh,Delhi,ACC668578,ACC405865,31223.26,Trade Invoice Payment,Bank Transfer,0.22,False
TX0000892,2024-11-19,2024,Manipur,Haryana,ACC221139,ACC656453,84782.72,Trade Invoice Payment,Hawala Network,0.26,False
TX0000893,2020-06-23,2020,Gujarat,Odisha,ACC971966,ACC378747,164922.96,Cash Deposit,Hawala Network,0.22,False
TX0000894,2018-04-01,2018,Jammu and Kashmir,Uttar Pradesh,ACC966895,ACC991921,154183.24,Cash Deposit,Hawala Network,0.27,False
TX0000895,2021-02-12,2021,Maharashtra,Jammu and Kashmir,ACC859771,ACC437066,735418.66,Remittance,Cash,0.24,False
TX0000896,2022-02-01,2022,Madhya Pradesh,Odisha,ACC158680,ACC244118,457593.28,Trade Invoice Payment,Cash,0.26,False
TX0000897,2020-10-15,2020,West Bengal,Delhi,ACC893269,ACC376113,102932.04,Trade Invoice Payment,Hawala Network,0.15,False
TX0000898,2021-10-23,2021,Gujarat,Assam,ACC578559,ACC612904,656439.72,Trade Invoice Payment,UPI,0.16,False
TX0000899,2022-02-01,2022,Kerala,Odisha,ACC885642,ACC924178,126968.28,Trade Invoice Payment,UPI,0.17,False
TX0000900,2020-12-10,2020,Andhra Pradesh,Gujarat,ACC868863,ACC595172,387939.07,Trade Invoice Payment,Hawala Network,0.21,False
TX0000901,2018-05-03,2018,Uttar Pradesh,Assam,ACC432679,ACC970802,195819.26,Crypto Off-ramp,Hawala Network,0.73,True
TX0000902,2018-05-25,2018,Mizoram,Karnataka,ACC716300,ACC225777,7986.67,Trade Invoice Payment,Cash,0.2,False
TX0000903,2019-02-20,2019,Rajasthan,Manipur,ACC718142,ACC663204,35656.58,Crypto Off-ramp,UPI,0.66,True
TX0000904,2024-01-09,2024,Manipur,Bihar,ACC339630,ACC746128,9997.04,Remittance,Bank Transfer,0.11,False
TX0000905,2023-06-17,2023,Karnataka,Uttar Pradesh,ACC196524,ACC859897,26888.73,Trade Invoice Payment,Cash,0.13,False
TX0000906,2021-07-11,2021,Odisha,Delhi,ACC313408,ACC730804,111093.2,Trade Invoice Payment,Cash,0.22,False
TX0000907,2024-12-06,2024,Delhi,Rajasthan,ACC394327,ACC525076,72926.8,Remittance,Bank Transfer,0.11,False
TX0000908,2021-09-04,2021,Bihar,Kerala,ACC363922,ACC422386,48621.36,Trade Invoice Payment,Bank Transfer,0.23,False
TX0000909,2023-04-18,2023,Assam,Rajasthan,ACC933786,ACC414282,428484.05,Trade Invoice Payment,Bank Transfer,0.27,False
TX0000910,2021-09-15,2021,Assam,West Bengal,ACC282119,ACC312848,611561.69,Remittance,Bank Transfer,0.15,False
TX0000911,2022-04-19,2022,Odisha,Delhi,ACC613207,ACC596493,176554.51,Trade Invoice Payment,Cash,0.11,False
TX0000912,2021-02-19,2021,West Bengal,Madhya Pradesh,ACC686962,ACC612398,132300.37,Cash Deposit,Cash,0.11,False
TX0000913,2020-10-12,2020,Andhra Pradesh,Bihar,ACC578401,ACC813352,62852.45,Remittance,Bank Transfer,0.13,False
TX0000914,2021-10-09,2021,Telangana,Assam,ACC800452,ACC422769,379452.15,Trade Invoice Payment,Cash,0.15,False
TX0000915,2018-12-09,2018,Punjab,Mizoram,ACC319570,ACC641787,176242.56,Shell Company Transfer,Crypto Exchange,0.57,False
TX0000916,2021-10-12,2021,Jammu and Kashmir,Gujarat,ACC614959,ACC837563,22977.61,Remittance,Crypto Exchange,0.16,False
TX0000917,2018-06-22,2018,Madhya Pradesh,Mizoram,ACC141846,ACC858751,103150.31,Trade Invoice Payment,Cash,0.15,False
TX0000918,2018-08-19,2018,Andhra Pradesh,Bihar,ACC456942,ACC990116,125435.0,Trade Invoice Payment,UPI,0.19,False
TX0000919,2020-10-09,2020,Kerala,Jammu and Kashmir,ACC778650,ACC543054,85494.87,Hawala-linked Transfer,Cash,0.63,False
TX0000920,2024-08-15,2024,Karnataka,Karnataka,ACC287845,ACC204062,495928.88,Crypto Off-ramp,Cash,0.59,False
TX0000921,2019-04-22,2019,Mizoram,Telangana,ACC270600,ACC211714,72599.77,Remittance,Hawala Network,0.1,False
TX0000922,2018-11-03,2018,Tamil Nadu,Rajasthan,ACC929639,ACC587949,151424.92,Trade Invoice Payment,Bank Transfer,0.19,False
TX0000923,2020-07-11,2020,Mizoram,Maharashtra,ACC430437,ACC354213,112733.42,Hawala-linked Transfer,Hawala Network,0.73,True
TX0000924,2019-11-06,2019,Tamil Nadu,Gujarat,ACC430893,ACC543712,40383.96,Trade Invoice Payment,Bank Transfer,0.1,False
TX0000925,2020-07-22,2020,Maharashtra,Tamil Nadu,ACC613479,ACC721095,15572.27,Trade Invoice Payment,Cash,0.23,False
TX0000926,2022-04-18,2022,Madhya Pradesh,Bihar,ACC956058,ACC400135,635412.44,Remittance,Hawala Network,0.26,False
TX0000927,2024-05-20,2024,Bihar,Karnataka,ACC842769,ACC512250,131526.05,Cash Deposit,Crypto Exchange,0.11,False
TX0000928,2020-06-12,2020,Andhra Pradesh,Uttar Pradesh,ACC328796,ACC265752,152257.52,Trade Invoice Payment,Bank Transfer,0.25,False
TX0000929,2019-10-18,2019,Uttar Pradesh,Kerala,ACC659233,ACC853030,36765.62,Trade Invoice Payment,Crypto Exchange,0.2,False
TX0000930,2019-05-27,2019,West Bengal,Telangana,ACC508046,ACC551521,28358.66,Hawala-linked Transfer,UPI,0.63,False
TX0000931,2022-05-02,2022,Mizoram,Madhya Pradesh,ACC945638,ACC217200,336789.91,Cash Deposit,Cash,0.14,False
TX0000932,2019-11-06,2019,Karnataka,Jammu and Kashmir,ACC488528,ACC759200,338365.42,Trade Invoice Payment,Cash,0.26,False
TX0000933,2022-04-02,2022,Kerala,Karnataka,ACC355492,ACC400103,18389.31,Remittance,Cash,0.27,False
TX0000934,2022-07-05,2022,Bihar,Gujarat,ACC424880,ACC170913,35738.85,Remittance,Crypto Exchange,0.22,False
TX0000935,2021-08-10,2021,Delhi,Manipur,ACC699895,ACC448504,18981.57,Shell Company Transfer,Bank Transfer,0.59,False
TX0000936,2020-09-15,2020,Jammu and Kashmir,Tamil Nadu,ACC742919,ACC262274,290794.98,Trade Invoice Payment,Cash,0.26,False
TX0000937,2022-07-27,2022,Karnataka,Madhya Pradesh,ACC384844,ACC102892,68881.71,Trade Invoice Payment,UPI,0.16,False
TX0000938,2022-07-13,2022,Jammu and Kashmir,Tamil Nadu,ACC916287,ACC515037,7049.17,Shell Company Transfer,Crypto Exchange,0.62,False
TX0000939,2023-05-13,2023,Manipur,Delhi,ACC757110,ACC374953,325645.89,Cash Deposit,Hawala Network,0.23,False
TX0000940,2021-01-27,2021,Telangana,Andhra Pradesh,ACC508021,ACC499618,167235.88,Hawala-linked Transfer,Cash,0.69,True
TX0000941,2018-11-25,2018,Haryana,Andhra Pradesh,ACC247095,ACC687288,904831.67,Cash Deposit,Crypto Exchange,0.25,False
TX0000942,2024-11-22,2024,Karnataka,Assam,ACC186805,ACC314368,61660.85,Trade Invoice Payment,Hawala Network,0.14,False
TX0000943,2019-07-02,2019,Madhya Pradesh,Mizoram,ACC295771,ACC981817,347265.33,Shell Company Transfer,Cash,0.68,True
TX0000944,2021-12-08,2021,Telangana,Tamil Nadu,ACC986666,ACC945494,196429.45,Hawala-linked Transfer,Hawala Network,0.63,False
TX0000945,2021-01-27,2021,Kerala,Odisha,ACC999115,ACC127411,26759.06,Trade Invoice Payment,Cash,0.27,False
TX0000946,2019-07-13,2019,Manipur,Haryana,ACC714561,ACC230151,166204.86,Cash Deposit,UPI,0.25,False
TX0000947,2021-06-22,2021,Haryana,Delhi,ACC119817,ACC976308,58154.06,Trade Invoice Payment,Cash,0.28,False
TX0000948,2020-06-13,2020,Odisha,Tamil Nadu,ACC322729,ACC212503,410665.26,Trade Invoice Payment,UPI,0.23,False
TX0000949,2023-06-15,2023,Gujarat,Jammu and Kashmir,ACC362001,ACC959588,290695.51,Remittance,Crypto Exchange,0.17,False
TX0000950,2021-08-14,2021,Telangana,Madhya Pradesh,ACC670006,ACC368183,26916.43,Cash Deposit,Crypto Exchange,0.24,False
TX0000951,2019-02-13,2019,Bihar,Rajasthan,ACC421181,ACC134868,432334.29,Cash Deposit,Cash,0.2,False
TX0000952,2020-01-11,2020,Odisha,Mizoram,ACC871931,ACC968982,24668.78,Shell Company Transfer,Crypto Exchange,0.55,False
TX0000953,2024-08-24,2024,West Bengal,Assam,ACC116249,ACC336697,3227.75,Remittance,UPI,0.23,False
TX0000954,2020-08-26,2020,Karnataka,Rajasthan,ACC286573,ACC567699,436509.48,Trade Invoice Payment,Hawala Network,0.22,False
TX0000955,2018-05-13,2018,Andhra Pradesh,Maharashtra,ACC442769,ACC779473,292652.36,Hawala-linked Transfer,UPI,0.57,False
TX0000956,2021-05-14,2021,Punjab,Assam,ACC694203,ACC303612,456030.96,Shell Company Transfer,UPI,0.67,True
TX0000957,2020-01-22,2020,Andhra Pradesh,Manipur,ACC463988,ACC650256,304731.85,Cash Deposit,Crypto Exchange,0.21,False
TX0000958,2019-03-14,2019,Maharashtra,Uttar Pradesh,ACC774009,ACC633820,7393.63,Trade Invoice Payment,Bank Transfer,0.16,False
TX0000959,2022-08-20,2022,Andhra Pradesh,Delhi,ACC426168,ACC928311,2614354.1,Trade Invoice Payment,Cash,0.53,False
TX0000960,2022-04-16,2022,Andhra Pradesh,Odisha,ACC963361,ACC343685,60849.16,Shell Company Transfer,Crypto Exchange,0.58,False
TX0000961,2022-10-08,2022,Bihar,Gujarat,ACC577071,ACC479062,139836.24,Trade Invoice Payment,Bank Transfer,0.24,False
TX0000962,2018-06-18,2018,Tamil Nadu,Tamil Nadu,ACC994179,ACC878042,268036.15,Trade Invoice Payment,Cash,0.15,False
TX0000963,2019-08-13,2019,West Bengal,Madhya Pradesh,ACC970013,ACC559287,1046872.32,Remittance,Bank Transfer,0.29,False
TX0000964,2022-12-14,2022,Delhi,Gujarat,ACC745086,ACC245744,55879.16,Remittance,Cash,0.1,False
TX0000965,2024-02-22,2024,Andhra Pradesh,Punjab,ACC233732,ACC229637,27690.04,Hawala-linked Transfer,Cash,0.64,False
TX0000966,2024-10-15,2024,Haryana,Karnataka,ACC981740,ACC445814,51445.19,Cash Deposit,Crypto Exchange,0.12,False
TX0000967,2021-04-16,2021,Andhra Pradesh,Haryana,ACC381883,ACC445721,78166.75,Remittance,Hawala Network,0.19,False
TX0000968,2019-05-09,2019,Gujarat,Tamil Nadu,ACC725504,ACC180608,36825.34,Trade Invoice Payment,Crypto Exchange,0.23,False
TX0000969,2021-02-13,2021,Telangana,Rajasthan,ACC624293,ACC748653,31279.14,Trade Invoice Payment,Hawala Network,0.21,False
TX0000970,2022-11-14,2022,Gujarat,Assam,ACC877077,ACC620267,160741.76,Trade Invoice Payment,Crypto Exchange,0.12,False
TX0000971,2022-02-02,2022,Uttar Pradesh,Assam,ACC435271,ACC557324,72838.38,Cash Deposit,Bank Transfer,0.25,False
TX0000972,2023-10-08,2023,Rajasthan,Telangana,ACC967368,ACC694518,100719.37,Remittance,Crypto Exchange,0.24,False
TX0000973,2021-10-19,2021,Andhra Pradesh,Kerala,ACC574893,ACC919601,240116.94,Shell Company Transfer,UPI,0.68,True
TX0000974,2024-07-02,2024,Rajasthan,Telangana,ACC802936,ACC449867,38115.86,Shell Company Transfer,Crypto Exchange,0.67,True
TX0000975,2021-09-11,2021,Maharashtra,Haryana,ACC207786,ACC724897,172483.1,Remittance,Bank Transfer,0.25,False
TX0000976,2022-10-08,2022,Jammu and Kashmir,Tamil Nadu,ACC475442,ACC288074,42355.09,Cash Deposit,Hawala Network,0.21,False
TX0000977,2021-01-18,2021,Punjab,Bihar,ACC843368,ACC835194,45761.98,Remittance,Cash,0.28,False
TX0000978,2021-04-06,2021,Uttar Pradesh,Kerala,ACC583338,ACC187338,382481.34,Shell Company Transfer,UPI,0.74,True
TX0000979,2023-04-25,2023,Uttar Pradesh,Tamil Nadu,ACC341282,ACC263249,889291.39,Cash Deposit,Hawala Network,0.17,False
TX0000980,2020-02-05,2020,Gujarat,Maharashtra,ACC182610,ACC649963,2816.86,Trade Invoice Payment,Bank Transfer,0.16,False
TX0000981,2022-06-19,2022,Telangana,Haryana,ACC250238,ACC119124,318018.6,Shell Company Transfer,Bank Transfer,0.58,False
TX0000982,2023-04-24,2023,Madhya Pradesh,Andhra Pradesh,ACC351599,ACC757740,118654.34,Crypto Off-ramp,Cash,0.74,True
TX0000983,2024-05-17,2024,Karnataka,West Bengal,ACC791540,ACC187297,36982.04,Trade Invoice Payment,Cash,0.18,False
TX0000984,2022-06-09,2022,Rajasthan,Odisha,ACC270857,ACC150103,172280.35,Crypto Off-ramp,UPI,0.56,False
TX0000985,2022-02-02,2022,Mizoram,Punjab,ACC421891,ACC435740,44578.85,Trade Invoice Payment,Bank Transfer,0.27,False
TX0000986,2021-09-21,2021,Maharashtra,Manipur,ACC954817,ACC288612,131837.88,Trade Invoice Payment,Hawala Network,0.3,False
TX0000987,2022-12-18,2022,Madhya Pradesh,West Bengal,ACC714987,ACC675056,461876.48,Shell Company Transfer,Hawala Network,0.57,False
TX0000988,2019-06-24,2019,Uttar Pradesh,Andhra Pradesh,ACC605569,ACC938617,36689.41,Trade Invoice Payment,UPI,0.22,False
TX0000989,2020-03-02,2020,Bihar,Kerala,ACC860849,ACC458802,108273.45,Remittance,Hawala Network,0.2,False
TX0000990,2021-11-22,2021,Madhya Pradesh,Mizoram,ACC351404,ACC290486,99109.18,Remittance,Cash,0.1,False
TX0000991,2023-12-25,2023,Andhra Pradesh,Karnataka,ACC519992,ACC182825,180061.73,Remittance,Bank Transfer,0.12,False
TX0000992,2019-09-17,2019,West Bengal,Assam,ACC453295,ACC596160,59079.24,Trade Invoice Payment,Hawala Network,0.28,False
TX0000993,2021-03-10,2021,Telangana,Punjab,ACC502742,ACC929984,47665.28,Trade Invoice Payment,Bank Transfer,0.19,False
TX0000994,2020-11-09,2020,Punjab,Manipur,ACC456122,ACC761466,193980.63,Trade Invoice Payment,Hawala Network,0.25,False
TX0000995,2018-12-21,2018,Rajasthan,Mizoram,ACC908263,ACC421839,32247.79,Trade Invoice Payment,Cash,0.27,False
TX0000996,2022-08-18,2022,Maharashtra,Telangana,ACC379528,ACC167624,18710.13,Trade Invoice Payment,Bank Transfer,0.23,False
TX0000997,2023-02-06,2023,Kerala,Madhya Pradesh,ACC890206,ACC193691,306592.57,Trade Invoice Payment,Crypto Exchange,0.12,False
TX0000998,2018-05-18,2018,Maharashtra,Maharashtra,ACC819396,ACC248027,126644.06,Remittance,Hawala Network,0.06,False
TX0000999,2022-01-05,2022,Haryana,Karnataka,ACC824317,ACC866142,86448.12,Remittance,Bank Transfer,0.2,False
TX0001000,2022-06-06,2022,Odisha,Rajasthan,ACC748458,ACC811727,232721.25,Remittance,Bank Transfer,0.14,False
TX0001001,2019-03-27,2019,Andhra Pradesh,Karnataka,ACC698667,ACC424756,126520.81,Hawala-linked Transfer,UPI,0.55,False
TX0001002,2024-03-25,2024,West Bengal,Maharashtra,ACC774706,ACC222388,98289.59,Cash Deposit,UPI,0.14,False
TX0001003,2021-08-17,2021,Bihar,Andhra Pradesh,ACC655334,ACC967195,76271.99,Hawala-linked Transfer,UPI,0.57,False
TX0001004,2019-06-26,2019,Uttar Pradesh,Madhya Pradesh,ACC104766,ACC411413,550940.78,Cash Deposit,Cash,0.23,False
TX0001005,2020-12-15,2020,Gujarat,Andhra Pradesh,ACC278808,ACC425905,2884678.29,Shell Company Transfer,Crypto Exchange,0.85,True
TX0001006,2024-08-20,2024,Jammu and Kashmir,West Bengal,ACC234596,ACC913713,918744.81,Trade Invoice Payment,Cash,0.15,False
TX0001007,2021-12-18,2021,Bihar,Delhi,ACC717065,ACC719092,28510.29,Trade Invoice Payment,Cash,0.21,False
TX0001008,2021-05-22,2021,Assam,Maharashtra,ACC641790,ACC592578,181229.43,Cash Deposit,Cash,0.17,False
TX0001009,2021-09-22,2021,Kerala,Uttar Pradesh,ACC763709,ACC181601,33790.01,Hawala-linked Transfer,Hawala Network,0.74,True
TX0001010,2022-01-10,2022,Rajasthan,Mizoram,ACC226585,ACC319514,149816.27,Remittance,Crypto Exchange,0.21,False
TX0001011,2023-08-23,2023,Maharashtra,Rajasthan,ACC998088,ACC641316,137560.77,Trade Invoice Payment,Cash,0.23,False
TX0001012,2019-12-15,2019,Madhya Pradesh,Punjab,ACC333243,ACC777148,74280.89,Trade Invoice Payment,Crypto Exchange,0.25,False
TX0001013,2018-04-05,2018,Delhi,Maharashtra,ACC791884,ACC709100,41732.27,Remittance,Hawala Network,0.26,False
TX0001014,2022-05-08,2022,Andhra Pradesh,Andhra Pradesh,ACC653726,ACC276371,184234.71,Trade Invoice Payment,Hawala Network,0.02,False
TX0001015,2018-03-17,2018,Telangana,Bihar,ACC271460,ACC410879,300368.71,Crypto Off-ramp,Cash,0.72,True
TX0001016,2023-01-07,2023,Bihar,Andhra Pradesh,ACC144962,ACC800082,554983.89,Remittance,Crypto Exchange,0.22,False
TX0001017,2019-02-25,2019,Assam,Manipur,ACC781373,ACC691085,116223.87,Trade Invoice Payment,Cash,0.11,False
TX0001018,2019-02-20,2019,Kerala,Haryana,ACC299472,ACC179635,48023.9,Remittance,Bank Transfer,0.19,False
TX0001019,2021-07-12,2021,Telangana,Mizoram,ACC509486,ACC781480,86702.28,Hawala-linked Transfer,Hawala Network,0.73,True
TX0001020,2022-02-25,2022,Manipur,West Bengal,ACC450548,ACC811922,45311.68,Cash Deposit,Crypto Exchange,0.16,False
TX0001021,2023-04-12,2023,Rajasthan,Tamil Nadu,ACC517213,ACC413799,252535.45,Cash Deposit,Hawala Network,0.25,False
TX0001022,2024-12-04,2024,Tamil Nadu,Tamil Nadu,ACC134410,ACC464473,159070.82,Shell Company Transfer,Crypto Exchange,0.63,False
TX0001023,2018-04-18,2018,Madhya Pradesh,Punjab,ACC365556,ACC700985,89386.61,Cash Deposit,Crypto Exchange,0.28,False
TX0001024,2024-06-15,2024,Mizoram,Manipur,ACC480991,ACC985028,104460.28,Trade Invoice Payment,Bank Transfer,0.28,False
TX0001025,2018-05-07,2018,Madhya Pradesh,Delhi,ACC157617,ACC418542,40920.59,Remittance,Hawala Network,0.3,False
TX0001026,2022-11-22,2022,Odisha,Punjab,ACC349942,ACC967549,377847.71,Shell Company Transfer,Crypto Exchange,0.73,True
TX0001027,2021-02-20,2021,Telangana,Telangana,ACC726103,ACC434158,301637.83,Cash Deposit,Hawala Network,0.03,False
TX0001028,2024-08-03,2024,Assam,Jammu and Kashmir,ACC240589,ACC376041,234646.13,Hawala-linked Transfer,Crypto Exchange,0.63,False
TX0001029,2024-08-16,2024,Kerala,Kerala,ACC634622,ACC323525,1708.08,Cash Deposit,Bank Transfer,0.02,False
TX0001030,2022-09-21,2022,Mizoram,Odisha,ACC504686,ACC527949,252492.54,Hawala-linked Transfer,Hawala Network,0.56,False
TX0001031,2024-04-02,2024,Uttar Pradesh,Kerala,ACC228967,ACC899495,33956.51,Remittance,Hawala Network,0.28,False
TX0001032,2023-08-12,2023,Kerala,Maharashtra,ACC195100,ACC766739,104030.39,Shell Company Transfer,Bank Transfer,0.58,False
TX0001033,2023-10-15,2023,Gujarat,Jammu and Kashmir,ACC618311,ACC183346,195634.82,Cash Deposit,Hawala Network,0.14,False
TX0001034,2024-12-05,2024,Tamil Nadu,Odisha,ACC929709,ACC309731,351619.68,Trade Invoice Payment,Hawala Network,0.18,False
TX0001035,2022-03-13,2022,Gujarat,West Bengal,ACC880032,ACC854806,27390.4,Crypto Off-ramp,Cash,0.75,True
TX0001036,2019-03-10,2019,Kerala,Manipur,ACC652457,ACC762551,121874.13,Shell Company Transfer,Hawala Network,0.61,False
TX0001037,2023-04-20,2023,Delhi,West Bengal,ACC372724,ACC736468,31147.16,Shell Company Transfer,Cash,0.72,True
TX0001038,2022-09-17,2022,Haryana,Uttar Pradesh,ACC950028,ACC208676,38281.45,Remittance,Crypto Exchange,0.29,False
TX0001039,2020-03-07,2020,Punjab,Madhya Pradesh,ACC753982,ACC658965,87611.4,Remittance,Hawala Network,0.13,False
TX0001040,2021-07-16,2021,Haryana,Bihar,ACC474987,ACC982369,98982.27,Cash Deposit,UPI,0.27,False
TX0001041,2023-02-06,2023,Haryana,Uttar Pradesh,ACC508813,ACC912290,496095.02,Trade Invoice Payment,Bank Transfer,0.18,False
TX0001042,2023-02-10,2023,Madhya Pradesh,Uttar Pradesh,ACC723406,ACC126643,20547.03,Remittance,Bank Transfer,0.21,False
TX0001043,2022-05-24,2022,Uttar Pradesh,Delhi,ACC645475,ACC112219,26050.79,Trade Invoice Payment,Hawala Network,0.24,False
TX0001044,2020-10-04,2020,Assam,Delhi,ACC145891,ACC243014,49942.07,Shell Company Transfer,Bank Transfer,0.62,False
